sample_id,Phocaeicola.vulgatus,Bacteroides.stercoris,Acidaminococcus.intestini,Eubacterium.sp..CAG.38,Parabacteroides.distasonis,Roseburia.faecis,X.Eubacterium..rectale,Bacteroides.uniformis,Proteobacteria.bacterium.CAG.139,Fusicatenibacter.saccharivorans,Alistipes.putredinis,Collinsella.aerofaciens,Coprococcus.comes,Parasutterella.excrementihominis,Anaerostipes.hadrus,Anaerobutyricum.hallii,Alistipes.finegoldii,Dorea.longicatena,Bifidobacterium.longum,Clostridium.disporicum,Faecalibacterium.prausnitzii,Dialister.invisus,X.Ruminococcus..torques,Blautia.wexlerae,Blautia.obeum,Bacteroides.cellulosilyticus,Agathobaculum.butyriciproducens,Turicimonas.muris,Flavonifractor.plautii,X.Ruminococcus..lactaris,Escherichia.coli,X.Ruminococcus..gnavus,Bilophila.wadsworthia,Roseburia.inulinivorans,Eubacterium.ventriosum,Clostridium.sp..CAG.58,Eggerthella.lenta,Streptococcus.salivarius,Dorea.formicigenerans,Bacteroides.fragilis,Blautia.sp..CAG.257,Ruthenibacterium.lactatiformans,Gordonibacter.pamelaeae,Clostridium.bolteae.CAG.59,Lacrimispora.saccharolytica,Streptococcus.thermophilus,Adlercreutzia.equolifaciens,Firmicutes.bacterium.CAG.83,Enterocloster.bolteae,Collinsella.intestinalis,Prevotella.copri,Roseburia.hominis,Holdemania.filiformis,Gemmiger.formicilis,Roseburia.sp..CAG.471,Streptococcus.parasanguinis,Lawsonibacter.asaccharolyticus,Ruminococcus.bromii,Eubacterium.sp..CAG.180,Bifidobacterium.adolescentis,Ruminococcus.bicirculans,Lachnospira.eligens,Bacteroides.xylanisolvens,Parabacteroides.merdae,Oscillibacter.sp..CAG.241,Phocaeicola.dorei,Bacteroides.caccae,Bacteroides.ovatus,Coprococcus.catus,Megamonas.funiformis,Oscillibacter.sp..57_20,Holdemanella.biformis,Bacteroides.thetaiotaomicron,Odoribacter.splanchnicus,Barnesiella.intestinihominis,Sellimonas.intestinalis,Eubacterium.ramulus,Ruminococcus.callidus,Slackia.isoflavoniconvertens,Butyricimonas.synergistica,Haemophilus.parainfluenzae,Alistipes.inops,Butyricimonas.virosa,Turicibacter.sanguinis,Intestinibacter.bartlettii,X.Clostridium..spiroforme,X.Eubacterium..siraeum,Veillonella.parvula,Enterocloster.citroniae,Anaerotruncus.colihominis,Akkermansia.muciniphila,Bifidobacterium.bifidum,Methanobrevibacter.smithii,Dialister.sp..CAG.357,Lachnospira.pectinoschiza,Bacteroides.finegoldii,Alistipes.shahii,Firmicutes.bacterium.CAG.110,Roseburia.intestinalis,Parabacteroides.johnsonii,Eubacterium.sp..CAG.274,Parabacteroides.goldsteinii,Firmicutes.bacterium.CAG.94,Anaeromassilibacillus.sp..An250,Clostridium.sp..CAG.167,Phascolarctobacterium.faecium,Lactobacillus.rogosae,Firmicutes.bacterium.CAG.95,Clostridium.sp..CAG.242,Alistipes.indistinctus,X.Clostridium..leptum,Bacteroides.galacturonicus,Intestinimonas.butyriciproducens,Eisenbergiella.tayi,Ruminococcaceae.bacterium.D16,Coprococcus.eutactus,Phocaeicola.massiliensis,Bacteroides.eggerthii,Veillonella.atypica,Bacteroides.salyersiae,Enterocloster.asparagiformis,Coprobacter.fastidiosus,Veillonella.dispar,Haemophilus.sp..HMSC71H05,Phocaeicola.plebeius,Paraprevotella.xylaniphila,Bifidobacterium.pseudocatenulatum,Bacteroides.faecis,Bacteroides.nordii,Monoglobus.pectinilyticus,Roseburia.sp..CAG.309,Dielma.fastidiosa,Blautia.hydrogenotrophica,Coprobacillus.cateniformis,Enterocloster.aldenensis,Firmicutes.bacterium.CAG.145,Enterocloster.clostridioformis,X.Clostridium..symbiosum,Enorma.massiliensis,Phascolarctobacterium.succinatutens,Eubacterium.sp..CAG.251,Phocaeicola.coprocola,Tractidigestivibacter.scatoligenes,X.Clostridium..innocuum,Enterocloster.lavalensis,Klebsiella.variicola,Tyzzerella.nexilis,Desulfovibrio.piger,Bacteroides.intestinalis,Hungatella.hathewayi,Erysipelatoclostridium.ramosum,Blautia.producta,Anaerotignum.lactatifermentans,Clostridium.sp..CAG.299,Veillonella.infantium,Klebsiella.pneumoniae,Veillonella.sp..T11011.6,Eisenbergiella.massiliensis,Dorea.sp..CAG.317,disease
SAMEA104142103,0.115579185,0.158582509,0,0,0.007017907,0.008412724,0,0.072667053,0,0.0056407,0.040346327,0.00423493,0,0,0.001668003,0.001341654,0,0.001347874,0.002857667,0,0.121610433,0.000200885,0.002530313,0.000836068,0.000994304,0,0.00128981,0,0.002243395,0.004207562,5.20E-05,0.000102033,0.000144047,0.00886337,0.002710896,0.001109791,0.000358706,0.000349151,0.000509117,0.003327999,0,0.002445911,0.000333004,0.000100357,0,0,0.000587782,0.006301569,0.000252151,2.63E-05,0,0.020594191,0.000550494,0.005410314,0,0.000107698,0,0.009227336,0,0,0.001095052,0.027700906,0.001074681,0,0,0,0,0.020828704,0.001023095,0.001748184,0.000386785,0,0.000426532,0.001060467,0,0.000404113,0.001034096,0,0,0,0.000753894,0,0.000461181,0.000194037,0.000621858,0.000100905,0,0.000873782,0.000222682,0.000376501,0.00122575,0,0,0.013414894,0,0,0,0,0.00690585,0,0,0.000512717,0,0.00092936,0,0.000658503,0,0,0.00209425,0.000332373,0.000850201,0,0.000324268,0.000245324,0,0,0.011695345,0,0,0,2.91E-05,0,0.000311983,0,0,0,0.004487466,0,0,0,0,0.000385174,0,0,3.83E-05,0.001378218,0,7.07E-05,0,0,0,0,0.001921504,0,0,2.20E-05,0,0,0.003111828,0.000508863,0,0,0,0.00203046,4.31E-05,0.00018567,0.000143642,0.000388907,0,0
SAMEA104142105,0.00145007,0.016222248,0,0,0.000622574,0.069729139,0,0.011471275,0,0.144732431,0,0.05851086,0,0,0.120466842,0,0,0,0.029676169,0,0.011213474,0.007330024,0,0.169760664,0,0.001708813,0.021673121,0,0.014062578,0,0.004873148,0.07541789,0,0,0,0,0.015547946,0.006030685,0,0,0,0.006771338,0.004711224,0,0,0,0.000989545,7.07E-05,0.005032492,0.001206118,0,0.000109334,0,0,0,0.004158456,9.75E-05,0.000197372,0,0,0.001299343,0.014035874,0.002089438,6.42E-05,0,0,0,0.014142209,0,0,0,0,0.002797553,0,0,0,0,0,0.00025782,0,0.000469766,0,0,0,0.003229006,0,0,0.004510607,6.84E-06,0.00382879,0,0,0,0.003322988,0.005554745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00272016,0,0.000798249,0,0,0,0,0,0.022134747,0,0.044047645,0,0,0,0,0,0,0,0,0,0.004064509,0.002021295,0.000248114,0,0,0.01073162,0,0.017823406,0,0,0.012577808,0,0,1.46E-05,0.001803102,7.86E-05,0,0,0.000210194,0,0,0.000877433,0.00815538,0
SAMEA104142106,0.052809155,0.000407761,0,0,0.001448785,0.105012932,0.06370472,0.036509586,0,0.012988874,0,0.007661008,0.004976859,0,0.009146608,0.010068207,0,0.007769336,0.011666703,0,0.136616025,0,0.004252882,0.004989617,0.008585673,0,0.008490609,0,0.00446259,0.003698571,0.040854605,9.94E-05,0,0.010897847,0.000625863,0,0.002180062,0.000712029,0.005923058,0.000583717,0,6.88E-05,0.00130972,5.52E-05,0,0,7.81E-06,0,8.07E-05,4.62E-05,0,0.001369094,0,0.001559992,0,0.000156268,0,0,0.081628449,0.00691863,0.077440804,0.025936923,2.19E-05,0,0,0.082042404,0,0.000136428,0.002476766,0,0,0,0.002090968,0,0,0,0,0,0,0,0.000442078,0,0,0,0.000188379,0,0,0.00024958,8.95E-05,0,0,0,0,0.007169563,0.02684561,0,0,0,0.0215072,0,0.005405829,0,0,2.08E-05,0,0,0,0,0,0.000130106,0.000175901,0,0,0,0,0,0.007769979,0,3.24E-05,0,0,0,0.000618391,0.000115796,0.055233186,0,0.003395296,0,8.43E-06,0,0,0,0,0,0,0,0,0.000317679,0,0,0,0,0,0.000123952,0.000124273,0.003794943,0,0,0.00055018,6.59E-05,0.000107584,0,0,0,0.00038784,0.011719733,0.000126053,0,0,0
SAMEA104142107,0.471406192,5.89E-05,0,0.012747839,0.040243717,0,0.028536577,0.120683755,0,0.009146235,0,0,0,0,0.029509391,0.003484009,0,0.003359532,0.007205395,0,7.79E-05,0,0.001719681,0.002059407,0,0.000225678,0.001886056,0,0.024927403,0,0.008721135,0.001523308,0,0,0,0,0.001040701,0.000347216,0,0.015161527,0.000869567,0.001865063,0.000342264,0.000430378,0,0,0,0,6.64E-05,0,0,0,0.000980106,0,0,0.000106321,0,7.19E-05,0,0,0,2.58E-05,0,0,0,0.064438163,0,0.07590236,0,0,0,0,0.020738011,0,0,0,0,0,0,0,0.000863471,0,0,0,0.001085174,0,0,0.007418127,0.00040948,0,0,0,0,0,0,0,0,0,0.002450933,0,0,0,0,0,0,1.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000838163,0,0,0,0,0,0,0,0.006339315,0,7.05E-05,0,0,0,0,0.000206781,0.004404269,0,0.001069453,0.001697444,0,0,0,0,0,0.001214866,0,0,0.000292144,0,0,0.001570762,0.000822733,6.70E-05,0,0,5.38E-05,0,0,0.003048576,0,0
SAMEA104142110,0.179173731,0.074939731,0,0.006588417,0.01913458,0.031189958,0.146167714,0.121815311,0,0.004244452,0.036101834,0.003999694,0.004573013,0,0.001702115,0.001339416,0,0.002199125,0.001302656,0,0.064208927,0,0.001786578,0.000475318,0.00315472,0.011451551,0.000538456,0,0.000908599,0.000828644,0.000260945,0,8.13E-05,0.003472182,6.84E-05,0.003383824,0,0.000729347,0.001389186,0.002445172,0,0.001740095,7.31E-06,0,0,0,0.001260308,0.004749959,9.48E-05,0.000324012,0.000448204,0.001401195,9.82E-05,0.000874133,0,0,0.000388081,0.032365013,0,0,0,0.006692777,0.008181691,0.012769317,0.005691805,0,0.007263714,0.000953789,9.73E-05,0.000771696,0.013982811,0,0.002216206,0.006412893,0.006451041,0,0.000436836,0,7.84E-05,1.32E-05,0.000551997,0.005151469,0.001013342,0,0,0,1.12E-05,0.000385165,0,0,0,0,0,1.52E-05,0.041723365,0.002662303,0.00251012,1.62E-05,0.003622143,0,0.002871158,0.000664093,0,2.44E-05,0,0.00020408,0.001786588,0,0.000254571,0.000374904,1.47E-05,0.002084196,0.000619242,0,3.06E-06,2.19E-05,0.005924208,0,5.98E-06,0.005142209,7.01E-05,0,0,7.74E-05,0,0,0.001498222,0,0,0,0,0,0,0.000368998,0,0,0,0,0,0,0.006891959,0,1.50E-05,0,0,0,0,0,5.69E-05,2.13E-05,0,0,0,0.000576261,7.69E-05,0,0,0,0,0
SAMEA104142114,0.012654087,0.012486441,0,0.001959428,0.002400834,0.008797937,0.004625675,0.006192457,0,0.000400269,0.000595083,0.00162217,0.000821215,6.70E-05,0.000240647,0.000312778,0.00048372,0.001257977,5.31E-05,0,0.015156078,0,0.000860249,0.000140417,5.90E-05,0.000152987,0.000259747,0,0.000366533,0.001173156,0.00031722,0,1.60E-05,0.000890092,0.000489421,8.76E-05,0,0.000220028,0.000276241,0.007718108,0,5.60E-05,0,0,0,0,6.58E-05,0.000641312,0,6.19E-06,0.493411457,0.000274726,4.83E-06,0.000524075,0,5.88E-05,1.81E-05,0.004508458,0.157897509,0.000720229,0.000402731,0.01383699,0.000159542,0.004046728,0.000508331,0.001491979,0.004516543,0.001115464,0.000276328,0.001190042,0.002879963,9.63E-05,8.63E-05,0.000959819,0.000100961,0,0.000152566,0,2.85E-05,0,0.000125555,0,0.000247843,7.44E-06,4.25E-05,0,0.000871112,1.20E-05,0,1.52E-05,0,0,0,0,0.013035977,5.42E-05,0.000235806,0.000237701,0.000188082,0,0,0.000219821,0,0,0,0,0.000111048,0.00013533,0,0.001154061,0.000138566,4.22E-05,0,0,0,0.011777868,0.00029674,0,1.07E-05,0,0,0,0,9.02E-05,0.000429406,0.000665209,8.16E-06,0,0,0,0,0,0,0.000590992,0,0,0,0,0,0.011786534,1.33E-05,0,2.73E-05,0,0,1.22E-05,0,0.001934845,2.21E-05,7.84E-06,0,0,0,0,0,3.89E-05,0,0,0,0
SAMEA104142116,0.029306729,0.016679827,0,0.002528515,0.001313235,0.01503944,0.008523329,0.026063626,0,0.003487821,0.052602909,0.001944647,0.00270951,0,0.001346616,0.001272233,0.000137609,0.006782595,0,7.10E-05,0.031759361,0,0.002204533,0.000193882,0.001854196,0.000683084,0.00057822,0,8.33E-05,0,0.000366366,0.000229178,0,0.020308073,0.000777071,0.002248025,0,0.000335258,0.000832613,0,0,0.000368242,0,0,0.001206825,0,4.09E-05,0.000241657,0.000591238,0.000110158,0.264048242,0.004456762,0.000169623,0.002995902,0,2.80E-05,0.00061343,0.008988787,0,4.31E-05,0.000808052,0.034945904,0.000195922,0.007397985,0.003249336,0,0.00576448,0.002164446,0.001088341,0.001075334,0.00214274,0.000658829,0.00056923,0.00131719,0.011511774,0,0.00095603,0,4.01E-05,0,6.39E-05,0.002013602,0.000420612,0,0.00054609,0.000120241,0.003248119,0,0.00070654,3.43E-05,0,0,0.01299502,0,0.017161894,0.001727515,0.001518299,0.007330037,0.014017517,5.74E-05,0,0.001011723,0,0,0,0,0.000194002,0.002773723,0.006183747,6.75E-05,9.16E-05,0,0,2.80E-05,2.45E-05,0,0.005575536,0.002048323,0,0.000253039,0,0.000194614,0,0,0.017241793,0.016822524,0.000107055,0,0,0,0,0,0,0,0,2.34E-05,0,0,6.85E-06,0.016188677,0.107629589,0.002743344,0,0,0,0,0,0.002920171,0.001996031,0,0,0,3.77E-05,0.000696286,0,0,0,0,0,0
SAMEA104142118,0.000383002,0.000385597,0,0,0.005544558,2.31E-05,0,0.0002215,0,0,0.000449766,2.34E-05,0,0,0,0,0,0,0,0,0.000340861,0,0,0,0,0.00022251,0,0,0.020224096,0,0.001686908,0.03672242,0.001999361,1.23E-05,0,0,0.000350756,0.002258974,0,0.324463339,0,0.00083877,0.000313789,0.000168111,0,0,0,0,4.90E-05,0,0.000881715,0,6.55E-05,0,0,5.75E-05,0,0.000116087,0.00029719,0,0,0.000648155,0.002029568,0,0,0.011687982,0,0,0,2.46E-05,0,0,0.000170722,0,0,0,0,0,0,0,1.14E-05,0,0,0,0.004373901,0.00964152,0,0.282669944,1.79E-05,0,0,0,0,0,0.000132499,0,0,0,0,0,0,0,0,0,0,6.30E-05,0,0,0,0,0,0,0,0,0,0,2.58E-05,0,0.000260557,0,0,0,0,0,0.00429332,0,0,0,0,0,0,0,0,0.00044096,0.000172559,0,0,0.004515696,0,0,0,0,0,0.00113231,2.90E-05,0.000493808,0,0,0,0.000577242,0.02590499,0,0.000365884,0,2.18E-05,0.000547053,0,0,0,0
SAMEA104142119,0.128200052,0.000428878,0,0.00097974,0.013523991,0.019894577,0,0.157800058,3.11E-05,0.001069054,0.168520867,6.23E-05,0,0.001118462,0.003438811,0.000327641,2.72E-05,0.003084763,0,0,0.0359506,0,0,0.001086691,0,0.058092392,0.004716775,4.13E-05,0.005073725,0.016642476,0.000330199,0.000105203,0.001376074,0.008940277,0,0,0.000571177,0.000294058,0,0.044524526,0.000276584,0.010093611,0.000266014,0,0,0,0.000691132,0.026222907,0.000624219,0.002203893,0.001280604,0.007801635,0.000567843,0,0,0.000157503,0.001883906,0.000136147,0.000480808,0,0.020539949,0.004646423,0.010682795,5.47E-05,0.000310805,0,0.042609263,0.039100003,0,1.48E-05,0.027569848,0,0.003600463,0.005141488,0,0,0,0,0,0,0,0.001077769,0.001197794,0,0,0,0.014402789,0.000185524,0.000829743,0.002753099,0,0,0,0,0,0,0.000443314,0,0.009443611,0.000109773,0,0.000446819,0,0,0,0.000853294,0,0.001563764,0,0.001896196,0,0,0.003284563,0,0.000789485,0,0,0,0,0,1.95E-05,0.001568732,0,0,0,0,0.000219048,0,0.000590026,0,0,0.000609887,0.000239116,0,8.38E-05,0.000753967,0.001799666,0.001144928,0,0,0,0,0,0.000105866,0.001662866,0,0.000433265,0,0.016462116,0.000819152,4.39E-05,0,4.67E-05,0.00299982,0,0,0,0.001401798,0,0
SAMEA104142120,0.029543731,0.035049428,0,0,0.00116405,0.167995053,0.093510342,0.044581451,0,0.007032813,0.027808534,0,0.00727016,0,0.002751792,0.001637146,0.002044287,0.00207167,0.003675009,1.63E-05,0.11541619,0,0.003675551,0.000191487,0.003206815,0.000429046,0.001015591,0,0.000602708,0.00468792,0.000289791,0,0.000160636,0.026331146,0,0,2.45E-05,0.003962243,0.000988231,0.000584332,0,0.000404129,1.57E-05,0,0,0,0.001621142,0.017694643,4.11E-05,2.29E-05,0.000624021,0.002625823,2.34E-05,0.003190498,5.23E-05,0.000644196,0,0.060183542,0,0.004627396,0.015866887,0.037106746,0.001382586,0.004294738,0.001826613,0,0.002926394,0.004349932,0.001207842,0.007131452,0.001033194,0,0.001096896,0.000934346,0,0,0.000645498,6.68E-05,0,0,0.001506157,0,0.000108665,0.001152204,0.001845234,9.52E-05,0,0.002309711,3.42E-05,0,0,0,0,0.005617695,0.041299897,0,0.000845602,0.000831498,0.083610679,0,0.005070537,0,0,0.000200064,0.000900197,0.000920375,0.000880134,4.17E-05,0.001210268,0,0.000567067,0.004825561,3.29E-05,0,0,0,0.001706876,0,0.002506471,0,0,0,0.000397116,0,0.000468287,0,0.024706427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013876009,0,0.000773292,0,0,0,0,0,0.001007842,0,0,0,0,6.59E-05,0.000259781,0,4.47E-05,0.000129401,0,0
SAMEA104142121,0.185941756,0.053551614,0,0,0.011413481,0.003409058,0.001157553,0.088643412,0,0,0,0.003528473,0,0,0.001005688,1.95E-05,0,0,0.002803979,0,0.013518835,0,0,0.000267681,0,0,0,0,0.007472192,0,0.000986864,0.000402223,0.000577878,0.003283908,0.002971607,0,9.71E-05,0.000103321,0,0.308540734,0,0.00324408,2.34E-05,0.000112666,0,0,8.12E-05,0,0.001628731,0.00013062,0.000200426,0,0,0,0,0,0,0.008040307,0.0164643,0,0,0.000718569,0,0,0,0,0,0.032348721,0,0.000234787,0,0,0.003551181,0,0,0,0,0,0,0,0,0,0,0,0.000223301,0,0,0.000111816,0,0,0.196046864,0,0,0,0.002054328,0,0,0,2.15E-05,0,7.72E-05,5.44E-06,0,0,0,0.007891695,2.64E-05,0,0,0.001158195,0,0,0,4.40E-05,0,0,0,0.012464933,0,0,0.000477695,0,0,0,0.000102697,0,5.33E-06,0,0,0,0,0,0,0.002170739,0.000517103,0,0,0.000944365,1.75E-05,0,0,0,0.000128786,0,0,0,0.000162204,0.001714306,0.000461036,0.001214927,0.000155923,0,0.00211946,0.000588554,0,1.96E-05,0,0,0,0
SAMEA104142123,0.165307121,0,0,0.000451408,0.021151986,0.045282197,0.121141715,0.086044212,0,0.006702134,0.078415396,0.003958688,0.003794688,0,0.003591776,0.005514259,0,0.001212565,0,0,0.113133481,0,0.000277963,8.63E-05,0.003917723,0,0.001740531,0,0.001256311,0.003091174,4.91E-05,5.39E-05,0.000755794,0.006391481,0.00100837,0,0.001692645,0.000437282,0.001451868,0,0,0.000763213,0.000481383,0,0.000736167,0,3.52E-05,0.000545499,0.000167565,0,0,0.00580738,0,8.20E-05,0,0,0.003315046,0.038052692,0.013427802,0,0.0604476,0.016247753,0.004731603,0,0.006325187,0,0,0.009682212,0.002101076,0,0.007760833,0,0.004680748,0.004944436,0,0,0.000547646,0,0,0.000752243,0.000449648,0,0.000539353,0.00077585,9.63E-05,0,0,0,0.000106205,0.000175888,0,0,0,0,0,0,0.018808458,0,0,0,0.002914047,0.005747539,0,0.000184453,0,0.005414545,0,0.000483623,0,0.001906754,0.007209845,0,0.000713557,0,0,0,0,0,0,0.00534426,0,0,0,0,0.026864935,0,0.001585266,0,0,0,0,0.000141041,0,0,0,0,0,0.000562842,0,0,0,0,0,0,4.58E-05,0,0,0,0.016742609,8.74E-05,0,0,0,0,0,0,0,0,0,0
SAMEA104142124,0.231604524,0,0,0.000709103,0.010034573,0.168893779,0.00025574,0.032010649,0.000345369,0.011184062,0.036432053,0.005491898,0,0.008108378,0.015514809,0.006260599,0.013058661,0.002429727,0.002131248,0,0.171045896,0,0.009256239,0.014688381,0.006953852,0.012436047,0.001017851,0.000372363,0.000338655,0,3.22E-05,0.001936333,8.14E-05,0.016256464,0.003603196,0.001022443,0.000701048,0.000573252,0.000414062,0.001229646,3.75E-06,2.53E-05,0.000338948,0,0,0,0.000505141,0.000380653,9.04E-05,1.52E-05,0.000412551,0.000823364,0.000247337,0.000671387,0,8.19E-05,5.51E-05,0,0,0.001452132,0,0.035980518,0.003263657,0,0,0,0,0,0.001903452,2.59E-05,0,0,0.018660447,0.003920406,0,0.000135913,0.003438149,0,0,0,0.000167569,0,0.000230133,0,3.60E-05,0,0,0.000174084,0,0,0,0,0,0,0.048643478,0.009789478,0.001150638,0,0.036324624,0,0.005902875,0,0,0,0,0.004212966,0.000715344,0,0,0,0.000164424,0.000101089,0,0,0,0,0,0,0.000301137,0.010978555,0,0.001253564,0.000351411,0,0,0,0.003709416,0,0,0,0,1.71E-05,0,0,0,0,0,9.03E-05,0,0,0,0,0,2.42E-05,0,0,0.000108156,0,0.000527346,3.40E-06,9.82E-06,4.26E-05,8.89E-05,0.000166626,0.000200297,0,9.56E-05,0,4.14E-05,0
SAMEA104142125,0.036584193,0.025101161,0,0.024611958,0.002595411,0.050024558,0.022751864,0.006438879,0,0.00265227,0.000910067,0.004079585,0,0,0.001542402,0.002719756,0.00202468,0.014037512,0.002008825,0,0.065929866,6.52E-05,0,0.001778651,0.002847626,0.000774459,0.000756721,0,0.015643289,0,0.000436174,0.000392084,0.000177172,0.012801322,0.000897556,0,0.000208865,0.000301151,0.001643978,0,0.000564717,0.001971599,0.000266791,0,0.000754441,0,0.000783956,0.004578042,0.000147023,0.000124242,0.428469457,0.010557483,0.000511307,0.000121061,0,0.000245397,0.000724022,0.006889298,0.010924887,0,0.031620735,0.008383455,0.000116147,0.004503748,0,0,0.009638323,0.011834687,0,0.004365797,0.001881712,0,0.00655413,0.001366471,0,0.000276619,0,0,0,0,6.10E-05,0,5.23E-05,0,0.000902997,0,0.002821272,0.010292082,0.000155182,5.38E-05,0,0,0,0,0.01666083,0,0.000164701,0,0.003520613,0,0,8.94E-05,0,0,0,0.007231536,0,0,0,2.50E-05,0.001724836,0,0.001051516,0,0,0,0.003026516,0,0.001707552,0.000110714,0,0,0.000865672,0,0.011445666,0.002305403,0.002123991,0,0,0,0,0,0,0,8.93E-05,0,8.56E-05,0.00048486,3.40E-05,0,0,0,0,9.67E-05,4.85E-05,9.66E-05,0,0,0.000158158,0.000160598,0.000130741,0,0,0,0.000700985,0.000260244,7.52E-05,0.000159297,0,0
SAMEA104142126,0.059552217,0.024921445,0,0,0.00459765,0,0.167274256,0.123493026,0,0.028095405,0.008483355,0.020670574,0.009553177,0,0.039267813,0.021707943,0.002227414,0.011021518,0.026664971,0,0.087841587,0,0.033701447,0.00369953,0.003358088,0,0.002748759,0,0.000168086,0.018026274,0,0.000365101,0,0.022307216,0.036507047,0,0.000558077,0.00301291,0.004687938,0,0,0.000415297,0.000224299,0,0,0.003641046,0,0.000503479,0,4.14E-05,0,0.012988577,3.45E-05,0.005011293,0.000108613,0.000458859,6.83E-05,0,0.036886815,0,0,0,0.001036429,0,0,0.003413069,0,0.002193815,0.003149449,0.000440679,0,0.034491568,0.00023483,0.001517111,0,0,0.003086872,0,0,0,8.56E-05,0,0,0.00011168,0,0.000159437,0,0,0,0,0.000528972,0,0,0,0,0.012275539,0,0,0,0,0,0,0,0,0,0.001232928,0,0,0,7.56E-05,0,0,0,0,8.63E-05,0,0.005527031,0,0,0,0,0,0,1.25E-05,0.055074286,0,0.021131058,0.007938927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010356377,0,0,0,0,0,0,0,0,0.0001465,0,0,3.04E-05,0,0,0,0,0,0
SAMEA104142127,0.023416319,0.024237366,0,0.000207985,0.010647086,0.013762534,0.027168023,0.112966433,0,0.000440601,0.079176355,0.014346539,0.001266734,0,0.002411097,0.000542215,0.000674235,0.001451821,0.008485785,0,0.099725328,0,0.001707341,0.000762094,0.004227581,0.002846087,0.002681869,0,0.000769994,0.005356943,0.017076153,0,0,0.000294386,0,0.000512352,0,0.001181148,0.002003989,0.004583823,0,0.000837384,0.000200556,0,0,0,0.003446675,0.004441527,4.08E-06,5.13E-05,0.000125767,0.001652586,7.74E-05,0.0005637,4.95E-06,0.000251166,0.000777661,0,0.080464754,0.037535482,0.026166214,0.021881301,0.004921311,0.008949239,0.000188774,0,0.009300678,0.009597912,0.000278537,0.000169645,0.005683175,1.86E-05,0.000599953,0.002614577,0.02692194,0,0.000943871,0.000300027,0,0.000641831,0,0,0.000561561,0,0.000137439,0,0.000283735,0,0,0,0.010915631,0,0,0.022420447,0,0,0.002174261,0.005392983,0.004979413,0,0.001418027,0.000482116,0,5.25E-05,0,0.000345656,0,0.00266055,0.000447734,0,0.001088487,0,0.001028568,0,0,0.013017879,0,0.061567536,0,0,1.47E-05,0.000216721,0,0,0.055818682,0,0.00868008,0,0,0,0,0,0,0,0,0,0,0,3.46E-05,0,0,0.013802174,0.000490639,0,0,0,0,0.006961904,0.009492787,0,0,0,0,0,0,0,0,0,0,0
SAMEA104142129,0.219153579,0.201467047,0,0,0.013785955,0.055172732,0,0.080439842,5.39E-05,0.00040927,0,4.25E-05,0,0.000486315,0.001811171,0.000462474,0,0,0,4.95E-05,0.036368763,0,0,0.001082912,0.007748241,0.000722406,0.000100286,0,0.008691104,0,0.004185184,0.000675912,0.000791316,0,0.000728152,0.00311422,0.002121464,0.00149034,0,0.008141713,0.000579153,0.003179936,0.000627092,0,0,0,0,0.001088507,0.001360165,0,0,0,0.000291933,0.000186596,0,0.000486836,0.001093935,0,0,0,0,0.001781637,0.001376653,0.020108994,0,0.08919519,0.06789577,0.007542056,0,0.014851455,0,0,0.003581838,0.000924841,0,0.00143145,0,0,0,0.000921142,4.84E-05,0,0.000187037,0,0,0,0,0,0.000388497,0.000165771,0,0,0,0,0,0.012714649,0.001605639,0,0.030196337,0,0,0.000623923,0,0,0,0.004263706,0,0,0,0.000407915,0.000312463,0,0.000727487,0,0,0,0,0.012756839,0,0.002791397,0,0,0,0,2.20E-05,0.002861279,0.006975782,0,0,0,0,0,0,0.000459126,3.55E-05,0,0.000971403,0.000366555,1.30E-05,0,0,0,0,9.06E-05,0,0.000280514,0.000224302,0.001447313,0,0.001479748,0.000432702,9.53E-05,0,0,0,0.000823666,0,0.001192396,0,0
